"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"UI: Delete service","1","testServiceDelete","Surefire suite","Wed Dec 18 01:41:52 GMT 2024","skipped","Wed Dec 18 01:41:52 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","testServiceDelete"
"UI: admin/junior/readonly create appointments ->switching between workers -> verify appointment visibility of each worker","1","testScopeSwiper_AppointmentVisibility","Surefire suite","Wed Dec 18 01:41:58 GMT 2024","skipped","Wed Dec 18 01:41:58 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeSwiper_AppointmentVisibility"
"UI: Delete member from group","0","testDeleteMemberFromGroup","Surefire suite","Wed Dec 18 01:42:10 GMT 2024","skipped","Wed Dec 18 01:42:10 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testDeleteMemberFromGroup"
"","4","setUp","Surefire suite","Wed Dec 18 01:41:52 GMT 2024","broken","Wed Dec 18 01:41:52 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","setUp"
"","0","setUp","Surefire suite","Wed Dec 18 01:42:06 GMT 2024","broken","Wed Dec 18 01:42:06 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","setUp"
"UI: Update gallery of client","0","testClientUpdateGallery","Surefire suite","Wed Dec 18 01:42:14 GMT 2024","skipped","Wed Dec 18 01:42:14 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdateGallery"
"Add new client during appointment creation in UI","0","testAddClientDuringAppointmentCreation","Surefire suite","Wed Dec 18 01:42:06 GMT 2024","skipped","Wed Dec 18 01:42:06 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testAddClientDuringAppointmentCreation"
"UI: admin worker create service ->login to junior account and verify visibility of service ->delete service within Junior account","0","testScopeAdmin_ServiceVisibility","Surefire suite","Wed Dec 18 01:41:58 GMT 2024","skipped","Wed Dec 18 01:41:58 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_ServiceVisibility"
"UI: admin worker create appointment ->login as junior worker and verify invisibility of appointment ->login as readonly worker and verify invisibility of appointment","0","testScopeAdmin_AppointmentVisibility","Surefire suite","Wed Dec 18 01:41:58 GMT 2024","skipped","Wed Dec 18 01:41:58 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_AppointmentVisibility"
"Create empty appointment in UI","0","testCreateEmptyAppointment","Surefire suite","Wed Dec 18 01:42:06 GMT 2024","skipped","Wed Dec 18 01:42:06 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testCreateEmptyAppointment"
"UI: Delete client group","1","testGroupDelete","Surefire suite","Wed Dec 18 01:42:10 GMT 2024","skipped","Wed Dec 18 01:42:10 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testGroupDelete"
"UI: Create service","7","testServiceCreate","Surefire suite","Wed Dec 18 01:41:52 GMT 2024","skipped","Wed Dec 18 01:41:52 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","testServiceCreate"
"UI: admin worker create client ->login to junior account and verify visibility of client ->delete client within Junior account","0","testScopeAdmin_ClientVisibility","Surefire suite","Wed Dec 18 01:41:58 GMT 2024","skipped","Wed Dec 18 01:41:58 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_ClientVisibility"
"UI: Create client group","0","testGroupCreate","Surefire suite","Wed Dec 18 01:42:10 GMT 2024","skipped","Wed Dec 18 01:42:10 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testGroupCreate"
"","0","setUp","Surefire suite","Wed Dec 18 01:42:02 GMT 2024","broken","Wed Dec 18 01:42:02 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","setUp"
"UI: Rename client group","0","testGroupRename","Surefire suite","Wed Dec 18 01:42:10 GMT 2024","skipped","Wed Dec 18 01:42:10 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testGroupRename"
"UI: admin worker create group ->login to junior account and verify visibility of group ->delete group within Junior account","0","testScopeAdmin_GroupVisibility","Surefire suite","Wed Dec 18 01:41:58 GMT 2024","skipped","Wed Dec 18 01:41:58 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_GroupVisibility"
"UI: Change Calendar view","0","testCalendarView","Surefire suite","Wed Dec 18 01:42:03 GMT 2024","skipped","Wed Dec 18 01:42:03 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","testCalendarView"
"UI: Create client","0","testClientCreate","Surefire suite","Wed Dec 18 01:42:14 GMT 2024","skipped","Wed Dec 18 01:42:14 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientCreate"
"","0","setUp","Surefire suite","Wed Dec 18 01:42:14 GMT 2024","broken","Wed Dec 18 01:42:14 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","setUp"
"UI: Update debts of client","0","testClientUpdateDebts","Surefire suite","Wed Dec 18 01:42:14 GMT 2024","skipped","Wed Dec 18 01:42:14 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdateDebts"
"UI: Update notes of client","0","testClientUpdateNotes","Surefire suite","Wed Dec 18 01:42:14 GMT 2024","skipped","Wed Dec 18 01:42:14 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdateNotes"
"UI: Add member into group","1","testAddMemberIntoGroup","Surefire suite","Wed Dec 18 01:42:10 GMT 2024","skipped","Wed Dec 18 01:42:10 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testAddMemberIntoGroup"
"Create appointment in UI","0","testCreateAppointment","Surefire suite","Wed Dec 18 01:42:06 GMT 2024","skipped","Wed Dec 18 01:42:06 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testCreateAppointment"
"","0","setUp","Surefire suite","Wed Dec 18 01:42:10 GMT 2024","broken","Wed Dec 18 01:42:10 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","setUp"
"UI: Change Calendar first day","0","testCalendarSettings","Surefire suite","Wed Dec 18 01:42:03 GMT 2024","skipped","Wed Dec 18 01:42:03 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","testCalendarSettings"
"UI: Delete client","0","testDeleteClient","Surefire suite","Wed Dec 18 01:42:14 GMT 2024","skipped","Wed Dec 18 01:42:14 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testDeleteClient"
"UI: Menu of default groups","1","testMenuDefaultGroups","Surefire suite","Wed Dec 18 01:42:10 GMT 2024","skipped","Wed Dec 18 01:42:10 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testMenuDefaultGroups"
