"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Create empty appointment in UI","0","testCreateEmptyAppointment","Surefire suite","Wed Nov 20 01:40:09 GMT 2024","skipped","Wed Nov 20 01:40:09 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testCreateEmptyAppointment"
"","0","setUp","Surefire suite","Wed Nov 20 01:40:12 GMT 2024","broken","Wed Nov 20 01:40:12 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","setUp"
"UI: Create client group","0","testGroupCreate","Surefire suite","Wed Nov 20 01:40:12 GMT 2024","skipped","Wed Nov 20 01:40:12 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testGroupCreate"
"UI: Delete client","1","testDeleteClient","Surefire suite","Wed Nov 20 01:40:16 GMT 2024","skipped","Wed Nov 20 01:40:16 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testDeleteClient"
"UI: junior worker create group ->login to admin account and verify visibility of group ->delete group within Admin account","0","testScopeJunior_GroupVisibility","Surefire suite","Wed Nov 20 01:40:03 GMT 2024","skipped","Wed Nov 20 01:40:03 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_GroupVisibility"
"UI: junior worker create client ->login to admin account and verify visibility of client ->delete client within Admin account","0","testScopeJunior_ClientVisibility","Surefire suite","Wed Nov 20 01:40:03 GMT 2024","skipped","Wed Nov 20 01:40:03 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_ClientVisibility"
"UI: Add member into group","0","testAddMemberIntoGroup","Surefire suite","Wed Nov 20 01:40:12 GMT 2024","skipped","Wed Nov 20 01:40:12 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testAddMemberIntoGroup"
"UI: admin/junior/readonly create appointments ->switching between workers -> verify appointment visibility of each worker","0","testScopeSwiper_AppointmentVisibility","Surefire suite","Wed Nov 20 01:40:03 GMT 2024","skipped","Wed Nov 20 01:40:03 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeSwiper_AppointmentVisibility"
"Create appointment in UI","0","testCreateAppointment","Surefire suite","Wed Nov 20 01:40:09 GMT 2024","skipped","Wed Nov 20 01:40:09 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testCreateAppointment"
"UI: Update personal info of client","0","testClientUpdatePersonalInfo","Surefire suite","Wed Nov 20 01:40:16 GMT 2024","skipped","Wed Nov 20 01:40:16 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdatePersonalInfo"
"UI: admin worker create appointment ->login as junior worker and verify invisibility of appointment ->login as readonly worker and verify invisibility of appointment","0","testScopeAdmin_AppointmentVisibility","Surefire suite","Wed Nov 20 01:40:03 GMT 2024","skipped","Wed Nov 20 01:40:03 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_AppointmentVisibility"
"Add new client during appointment creation in UI","0","testAddClientDuringAppointmentCreation","Surefire suite","Wed Nov 20 01:40:09 GMT 2024","skipped","Wed Nov 20 01:40:09 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testAddClientDuringAppointmentCreation"
"UI: admin worker create service ->login to junior account and verify visibility of service ->delete service within Junior account","1","testScopeAdmin_ServiceVisibility","Surefire suite","Wed Nov 20 01:40:03 GMT 2024","skipped","Wed Nov 20 01:40:03 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_ServiceVisibility"
"","0","setUp","Surefire suite","Wed Nov 20 01:40:06 GMT 2024","broken","Wed Nov 20 01:40:06 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","setUp"
"Change calendar view and delete appointment in UI","0","testDeleteAppointment","Surefire suite","Wed Nov 20 01:40:09 GMT 2024","skipped","Wed Nov 20 01:40:09 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testDeleteAppointment"
"UI: Delete member from group","0","testDeleteMemberFromGroup","Surefire suite","Wed Nov 20 01:40:12 GMT 2024","skipped","Wed Nov 20 01:40:12 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testDeleteMemberFromGroup"
"UI: Create service","2","testServiceCreate","Surefire suite","Wed Nov 20 01:39:57 GMT 2024","skipped","Wed Nov 20 01:39:57 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","testServiceCreate"
"UI: Update debts of client","0","testClientUpdateDebts","Surefire suite","Wed Nov 20 01:40:16 GMT 2024","skipped","Wed Nov 20 01:40:16 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdateDebts"
"UI: junior worker create appointment ->login as readonly worker and verify invisibility of appointment ->login as admin worker and verify invisibility of appointment","0","testScopeJunior_AppointmentVisibility","Surefire suite","Wed Nov 20 01:40:03 GMT 2024","skipped","Wed Nov 20 01:40:03 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_AppointmentVisibility"
"UI: admin worker create client ->login to junior account and verify visibility of client ->delete client within Junior account","0","testScopeAdmin_ClientVisibility","Surefire suite","Wed Nov 20 01:40:03 GMT 2024","skipped","Wed Nov 20 01:40:03 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_ClientVisibility"
