"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"UI: junior worker create group ->login to admin account and verify visibility of group ->delete group within Admin account","0","testScopeJunior_GroupVisibility","Surefire suite","Wed Oct 30 01:36:40 GMT 2024","skipped","Wed Oct 30 01:36:40 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_GroupVisibility"
"UI: admin/junior/readonly create appointments ->switching between workers -> verify appointment visibility of each worker","0","testScopeSwiper_AppointmentVisibility","Surefire suite","Wed Oct 30 01:36:40 GMT 2024","skipped","Wed Oct 30 01:36:40 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeSwiper_AppointmentVisibility"
"Add new client during appointment creation in UI","0","testAddClientDuringAppointmentCreation","Surefire suite","Wed Oct 30 01:36:46 GMT 2024","skipped","Wed Oct 30 01:36:46 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testAddClientDuringAppointmentCreation"
"UI: Menu of default groups","0","testMenuDefaultGroups","Surefire suite","Wed Oct 30 01:36:49 GMT 2024","skipped","Wed Oct 30 01:36:49 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testMenuDefaultGroups"
"","0","setUp","Surefire suite","Wed Oct 30 01:36:49 GMT 2024","broken","Wed Oct 30 01:36:49 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","setUp"
"UI: Add member into group","0","testAddMemberIntoGroup","Surefire suite","Wed Oct 30 01:36:49 GMT 2024","skipped","Wed Oct 30 01:36:49 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testAddMemberIntoGroup"
"UI: Update debts of client","0","testClientUpdateDebts","Surefire suite","Wed Oct 30 01:36:52 GMT 2024","skipped","Wed Oct 30 01:36:52 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientUpdateDebts"
"Create empty appointment in UI","0","testCreateEmptyAppointment","Surefire suite","Wed Oct 30 01:36:46 GMT 2024","skipped","Wed Oct 30 01:36:46 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testCreateEmptyAppointment"
"UI: junior worker create appointment ->login as readonly worker and verify invisibility of appointment ->login as admin worker and verify invisibility of appointment","0","testScopeJunior_AppointmentVisibility","Surefire suite","Wed Oct 30 01:36:40 GMT 2024","skipped","Wed Oct 30 01:36:40 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeJunior_AppointmentVisibility"
"UI: Delete member from group","0","testDeleteMemberFromGroup","Surefire suite","Wed Oct 30 01:36:49 GMT 2024","skipped","Wed Oct 30 01:36:49 GMT 2024","com.lista.automation.ui.tests.GroupTest","Surefire test","com.lista.automation.ui.tests.GroupTest","testDeleteMemberFromGroup"
"UI: Create client","0","testClientCreate","Surefire suite","Wed Oct 30 01:36:52 GMT 2024","skipped","Wed Oct 30 01:36:52 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testClientCreate"
"UI: Update service","1","testServiceUpdate","Surefire suite","Wed Oct 30 01:36:35 GMT 2024","skipped","Wed Oct 30 01:36:35 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","testServiceUpdate"
"UI: admin worker create client ->login to junior account and verify visibility of client ->delete client within Junior account","0","testScopeAdmin_ClientVisibility","Surefire suite","Wed Oct 30 01:36:40 GMT 2024","skipped","Wed Oct 30 01:36:40 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_ClientVisibility"
"","0","setUp","Surefire suite","Wed Oct 30 01:36:52 GMT 2024","broken","Wed Oct 30 01:36:52 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","setUp"
"UI: admin worker create appointment ->login as junior worker and verify invisibility of appointment ->login as readonly worker and verify invisibility of appointment","0","testScopeAdmin_AppointmentVisibility","Surefire suite","Wed Oct 30 01:36:40 GMT 2024","skipped","Wed Oct 30 01:36:40 GMT 2024","com.lista.automation.ui.tests.ScopeTest","Surefire test","com.lista.automation.ui.tests.ScopeTest","testScopeAdmin_AppointmentVisibility"
"Change calendar view and delete appointment in UI","0","testDeleteAppointment","Surefire suite","Wed Oct 30 01:36:46 GMT 2024","skipped","Wed Oct 30 01:36:46 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testDeleteAppointment"
"Change appointment time by drag and drop in UI","0","testDragAndDropAppointment","Surefire suite","Wed Oct 30 01:36:46 GMT 2024","skipped","Wed Oct 30 01:36:46 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","testDragAndDropAppointment"
"","0","testGetUsers","Surefire suite","Wed Oct 30 01:36:52 GMT 2024","skipped","Wed Oct 30 01:36:52 GMT 2024","com.lista.automation.ui.tests.ClientTest","Surefire test","com.lista.automation.ui.tests.ClientTest","testGetUsers"
"","0","setUp","Surefire suite","Wed Oct 30 01:36:46 GMT 2024","broken","Wed Oct 30 01:36:46 GMT 2024","com.lista.automation.ui.tests.AppointmentTest","Surefire test","com.lista.automation.ui.tests.AppointmentTest","setUp"
"UI: Change Calendar first day","0","testCalendarSettings","Surefire suite","Wed Oct 30 01:36:43 GMT 2024","skipped","Wed Oct 30 01:36:43 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","testCalendarSettings"
"UI: Change Calendar view","0","testCalendarView","Surefire suite","Wed Oct 30 01:36:43 GMT 2024","skipped","Wed Oct 30 01:36:43 GMT 2024","com.lista.automation.ui.tests.CalendarSettingsTest","Surefire test","com.lista.automation.ui.tests.CalendarSettingsTest","testCalendarView"
"","2","setUp","Surefire suite","Wed Oct 30 01:36:35 GMT 2024","broken","Wed Oct 30 01:36:35 GMT 2024","com.lista.automation.ui.tests.ServiceTest","Surefire test","com.lista.automation.ui.tests.ServiceTest","setUp"
